neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,never_reviewed,dist_from_center,has_reviews,availability_ratio,is_multi_listing_host,log_minimum_nights,log_number_of_reviews,log_reviews_per_month,log_calculated_host_listings_count,log_price
Brooklyn,East Flatbush,40.65435,-73.93785,Private room,70,3,3,0.3,5,365,0,0.11407824069471265,1,1.0,1,1.3862943611198906,1.3862943611198906,0.26236426446749106,1.791759469228055,4.2626798770413155
Manhattan,East Harlem,40.79645,-73.94803,Private room,70,15,0,0.0,1,0,1,0.05368801914766206,0,0.0,0,2.772588722239781,0.0,0.0,0.6931471805599453,4.2626798770413155
Queens,Rockaway Beach,40.58898,-73.80576,Entire home/apt,179,2,34,2.37,1,205,0,0.24672703135246335,1,0.5616438356164384,0,1.0986122886681098,3.5553480614894135,1.2149127443642704,0.6931471805599453,5.19295685089021
Brooklyn,Crown Heights,40.66371,-73.95698,Private room,300,2,0,0.0,1,0,1,0.09850885493193078,0,0.0,0,1.0986122886681098,0.0,0.0,0.6931471805599453,5.707110264748875
Brooklyn,Bushwick,40.69432,-73.90658,Entire home/apt,150,2,17,1.15,3,0,0,0.10140763679329137,1,0.0,1,1.0986122886681098,2.8903717578961645,0.7654678421395714,1.3862943611198906,5.017279836814924
Brooklyn,Bushwick,40.6941,-73.90756,Entire home/apt,99,2,51,3.45,3,0,0,0.1007861776237208,1,0.0,1,1.0986122886681098,3.9512437185814275,1.4929040961781488,1.3862943611198906,4.605170185988092
Manhattan,Washington Heights,40.8385,-73.94288,Entire home/apt,125,3,6,0.42,1,0,0,0.09108630193393549,1,0.0,0,1.3862943611198906,1.9459101490553132,0.35065687161316933,0.6931471805599453,4.836281906951478
Manhattan,Upper East Side,40.77021,-73.95173,Entire home/apt,170,3,3,0.21,1,0,0,0.03590956697037962,1,0.0,0,1.3862943611198906,1.3862943611198906,0.1906203596086497,0.6931471805599453,5.14166355650266
Manhattan,Lower East Side,40.71848,-73.98439,Private room,89,1,21,1.41,1,2,0,0.03953558523659716,1,0.005479452054794521,0,0.6931471805599453,3.091042453358316,0.8796267475025636,0.6931471805599453,4.499809670330265
Brooklyn,Williamsburg,40.70695,-73.94524,Private room,50,7,1,0.07,1,0,0,0.06501515284916778,1,0.0,0,2.0794415416798357,0.6931471805599453,0.06765864847381481,0.6931471805599453,3.9318256327243257
Manhattan,Upper West Side,40.78489,-73.982,Entire home/apt,90,45,0,0.0,8,0,1,0.027116823191512006,0,0.0,1,3.828641396489095,0.0,0.0,2.1972245773362196,4.51085950651685
Brooklyn,Williamsburg,40.71196,-73.95424,Private room,80,3,1,1.0,1,20,0,0.05564952111205141,1,0.0547945205479452,0,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,4.394449154672439
Manhattan,Upper East Side,40.77634,-73.94713,Entire home/apt,168,14,17,1.18,2,95,0,0.042527785035196095,1,0.2602739726027397,1,2.70805020110221,2.8903717578961645,0.7793248768009976,1.0986122886681098,5.1298987149230735
Brooklyn,Bushwick,40.69987,-73.91404,Private room,100,1,0,0.0,1,341,1,0.0921174711984698,0,0.9342465753424658,0,0.6931471805599453,0.0,0.0,0.6931471805599453,4.61512051684126
Manhattan,Upper East Side,40.77759,-73.94688,Entire home/apt,118,3,1,0.07,2,0,0,0.043304416633877345,1,0.0,1,1.3862943611198906,0.6931471805599453,0.06765864847381481,1.0986122886681098,4.77912349311153
Manhattan,Washington Heights,40.85329,-73.9291,Entire home/apt,150,2,29,1.96,4,127,0,0.11073005057345238,1,0.34794520547945207,1,1.0986122886681098,3.4011973816621555,1.085189268335969,1.6094379124341003,5.017279836814924
Manhattan,Inwood,40.87001,-73.92418,Entire home/apt,120,30,3,0.22,2,27,0,0.1276964467007556,1,0.07397260273972603,1,3.4339872044851463,1.3862943611198906,0.1988508587451652,1.0986122886681098,4.795790545596741
Manhattan,Upper East Side,40.78026,-73.954,Entire home/apt,175,2,4,0.28,1,354,0,0.03857146095237167,1,0.9698630136986301,0,1.0986122886681098,1.6094379124341003,0.2468600779315258,0.6931471805599453,5.170483995038151
Brooklyn,Clinton Hill,40.6844,-73.96221,Entire home/apt,190,2,10,0.77,4,12,0,0.07719704722332996,1,0.03287671232876712,1,1.0986122886681098,2.3978952727983707,0.5709795465857378,1.6094379124341003,5.25227342804663
Manhattan,East Harlem,40.79208,-73.94642,Entire home/apt,195,1,73,5.03,1,146,0,0.0518526064918592,1,0.4,0,0.6931471805599453,4.30406509320417,1.7967470107390942,0.6931471805599453,5.278114659230517
Brooklyn,Bedford-Stuyvesant,40.69372,-73.9485,Entire home/apt,112,3,65,4.62,3,219,0,0.07416817646403966,1,0.6,1,1.3862943611198906,4.189654742026425,1.7263316639055997,1.3862943611198906,4.727387818712341
Manhattan,Harlem,40.80569,-73.94848,Entire home/apt,450,3,38,3.21,3,302,0,0.060372315675311566,1,0.8273972602739726,1,1.3862943611198906,3.6635616461296463,1.43746264769429,1.3862943611198906,6.111467339502679
Manhattan,Upper East Side,40.77905,-73.94754,Private room,200,15,0,0.0,1,34,1,0.04340580721516038,0,0.09315068493150686,0,2.772588722239781,0.0,0.0,0.6931471805599453,5.303304908059076
Brooklyn,Williamsburg,40.70343,-73.93412,Private room,45,5,5,0.35,1,0,0,0.07495191325110716,1,0.0,0,1.791759469228055,1.791759469228055,0.30010459245033805,0.6931471805599453,3.828641396489095
Manhattan,Lower East Side,40.72192,-73.9928,Entire home/apt,150,30,3,0.24,9,310,0,0.03681109072005886,1,0.8493150684931506,1,3.4339872044851463,1.3862943611198906,0.2151113796169455,2.302585092994046,5.017279836814924
Brooklyn,Bushwick,40.68652,-73.91212,Entire home/apt,99,2,71,4.8,1,140,0,0.10244029871100625,1,0.3835616438356164,0,1.0986122886681098,4.276666119016055,1.7578579175523736,0.6931471805599453,4.605170185988092
Brooklyn,Greenpoint,40.73081,-73.95184,Entire home/apt,100,2,3,0.2,1,2,0,0.04326998613357856,1,0.005479452054794521,0,1.0986122886681098,1.3862943611198906,0.18232155679395465,0.6931471805599453,4.61512051684126
Manhattan,Washington Heights,40.84821,-73.94153,Private room,50,2,1,1.0,1,25,0,0.100355393477381,1,0.0684931506849315,0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,3.9318256327243257
Manhattan,Roosevelt Island,40.75916,-73.95124,Entire home/apt,220,1,76,5.3,1,60,0,0.034279632436772456,1,0.1643835616438356,0,0.6931471805599453,4.343805421853684,1.840549633397487,0.6931471805599453,5.3981627015177525
Brooklyn,Bedford-Stuyvesant,40.69138,-73.92617,Entire home/apt,123,3,6,0.53,1,0,0,0.08920915479927144,1,0.0,0,1.3862943611198906,1.9459101490553132,0.4252677354043441,0.6931471805599453,4.820281565605037
Brooklyn,Bedford-Stuyvesant,40.68073,-73.92804,Entire home/apt,110,1,2,0.19,1,0,0,0.0962928060656744,1,0.0,0,0.6931471805599453,1.0986122886681098,0.173953307123438,0.6931471805599453,4.709530201312334
Manhattan,East Village,40.72433,-73.97688,Private room,120,1,18,1.22,2,28,0,0.03475591028875783,1,0.07671232876712329,1,0.6931471805599453,2.9444389791664403,0.7975071958841881,1.0986122886681098,4.795790545596741
Manhattan,Harlem,40.82934,-73.94269,Entire home/apt,110,2,29,1.97,1,200,0,0.08319910876926595,1,0.547945205479452,0,1.0986122886681098,3.4011973816621555,1.0885619528146082,0.6931471805599453,4.709530201312334
Manhattan,Chelsea,40.737,-73.99407,Private room,85,2,4,0.27,1,0,0,0.022681377824106983,1,0.0,0,1.0986122886681098,1.6094379124341003,0.23901690047049992,0.6931471805599453,4.454347296253507
Manhattan,Midtown,40.76419,-73.97455,Entire home/apt,299,3,22,1.62,1,278,0,0.012578497525544853,1,0.7616438356164383,0,1.3862943611198906,3.1354942159291497,0.9631743177730056,0.6931471805599453,5.703782474656201
Brooklyn,Prospect-Lefferts Gardens,40.65618,-73.95664,Private room,55,4,26,1.81,1,73,0,0.10583105404370323,1,0.2,0,1.6094379124341003,3.295836866004329,1.0331844833456545,0.6931471805599453,4.02535169073515
Brooklyn,Crown Heights,40.67085,-73.92316,Private room,47,1,9,0.61,1,0,0,0.10715128603988362,1,0.0,0,0.6931471805599453,2.302585092994046,0.4762341789963716,0.6931471805599453,3.871201010907891
Brooklyn,East New York,40.66972,-73.88393,Private room,55,1,1,0.09,1,87,0,0.13457274352557375,1,0.23835616438356164,0,0.6931471805599453,0.6931471805599453,0.08617769624105233,0.6931471805599453,4.02535169073515
Brooklyn,Williamsburg,40.70914,-73.961,Private room,130,3,59,3.93,2,282,0,0.05465848150105004,1,0.7726027397260274,1,1.3862943611198906,4.0943445622221,1.5953389880545987,1.0986122886681098,4.875197323201151
Brooklyn,Midwood,40.61167,-73.95803,Private room,40,1,4,0.29,1,84,0,0.14888609673170367,1,0.23013698630136986,0,0.6931471805599453,1.6094379124341003,0.25464221837358075,0.6931471805599453,3.713572066704308
Brooklyn,Williamsburg,40.71434,-73.94275,Entire home/apt,150,2,48,3.27,2,53,0,0.06110448510543289,1,0.14520547945205478,1,1.0986122886681098,3.8918202981106265,1.4516138272405332,1.0986122886681098,5.017279836814924
Brooklyn,Williamsburg,40.71008,-73.96175,Private room,70,5,3,0.2,1,0,0,0.05348260371373844,1,0.0,0,1.791759469228055,1.3862943611198906,0.18232155679395465,0.6931471805599453,4.2626798770413155
Manhattan,Midtown,40.75418,-73.9664,Entire home/apt,180,30,16,1.08,1,3,0,0.019478254541933946,1,0.00821917808219178,0,3.4339872044851463,2.833213344056216,0.7323678937132266,0.6931471805599453,5.198497031265826
Manhattan,Chinatown,40.7139,-73.9912,Private room,90,2,60,4.35,1,1,0,0.044466841578867204,1,0.0027397260273972603,0,1.0986122886681098,4.110873864173311,1.6770965609079151,0.6931471805599453,4.51085950651685
Manhattan,Murray Hill,40.74922,-73.97744,Entire home/apt,120,30,1,0.09,1,47,0,0.011918556959633743,1,0.12876712328767123,0,3.4339872044851463,0.6931471805599453,0.08617769624105233,0.6931471805599453,4.795790545596741
Brooklyn,South Slope,40.66409,-73.9909,Entire home/apt,145,1,90,5.97,1,212,0,0.09406512690684118,1,0.5808219178082191,0,0.6931471805599453,4.51085950651685,1.9416152247724325,0.6931471805599453,4.983606621708336
Queens,Sunnyside,40.74686,-73.91283,Entire home/apt,100,2,0,0.0,1,0,1,0.07351889893082204,0,0.0,0,1.0986122886681098,0.0,0.0,0.6931471805599453,4.61512051684126
Manhattan,East Village,40.72361,-73.9847,Entire home/apt,150,1,108,7.55,4,201,0,0.0343993037720261,1,0.5506849315068493,1,0.6931471805599453,4.6913478822291435,2.145931282948669,1.6094379124341003,5.017279836814924
Manhattan,Chinatown,40.7138,-73.99371,Private room,125,3,4,0.31,3,90,0,0.044956024067973034,1,0.2465753424657534,1,1.3862943611198906,1.6094379124341003,0.27002713721306015,1.3862943611198906,4.836281906951478
Manhattan,Harlem,40.82244,-73.95262,Private room,60,1,28,1.91,1,21,0,0.07234367975158627,1,0.057534246575342465,0,0.6931471805599453,3.367295829986474,1.068153081183401,0.6931471805599453,4.110873864173311
Brooklyn,Crown Heights,40.67673,-73.9447,Entire home/apt,150,2,3,0.2,1,0,0,0.09093653226289712,1,0.0,0,1.0986122886681098,1.3862943611198906,0.18232155679395465,0.6931471805599453,5.017279836814924
Manhattan,Chelsea,40.74549,-73.99114,Private room,190,4,37,2.68,1,28,0,0.013722598150501477,1,0.07671232876712329,0,1.6094379124341003,3.6375861597263857,1.3029127521808397,0.6931471805599453,5.25227342804663
Manhattan,Upper West Side,40.77213,-73.98265,Entire home/apt,145,12,1,0.16,1,289,0,0.0144145551440138,1,0.7917808219178082,0,2.5649493574615367,0.6931471805599453,0.14842000511827327,0.6931471805599453,4.983606621708336
Manhattan,Inwood,40.86408,-73.92257,Private room,50,30,3,0.21,2,0,0,0.12334160409205316,1,0.0,1,3.4339872044851463,1.3862943611198906,0.1906203596086497,1.0986122886681098,3.9318256327243257
Brooklyn,Crown Heights,40.67718,-73.95566,Private room,95,1,2,0.17,1,0,0,0.08615275967722032,1,0.0,0,0.6931471805599453,1.0986122886681098,0.15700374880966475,0.6931471805599453,4.564348191467836
Brooklyn,Williamsburg,40.7102,-73.96222,Private room,91,2,68,4.54,2,337,0,0.05316764429613378,1,0.9232876712328767,1,1.0986122886681098,4.23410650459726,1.7119945007591924,1.0986122886681098,4.5217885770490405
Brooklyn,Bushwick,40.68865,-73.9081,Entire home/apt,145,4,40,2.8,1,38,0,0.10392392650395567,1,0.10410958904109589,0,1.6094379124341003,3.713572066704308,1.33500106673234,0.6931471805599453,4.983606621708336
Manhattan,Morningside Heights,40.80385,-73.96499,Private room,100,1,17,1.36,1,31,0,0.050228304769318576,1,0.08493150684931507,0,0.6931471805599453,2.8903717578961645,0.8586616190375187,0.6931471805599453,4.61512051684126
Brooklyn,Bushwick,40.70037,-73.91751,Private room,35,14,4,0.28,1,0,0,0.08912831761007034,1,0.0,0,2.70805020110221,1.6094379124341003,0.2468600779315258,0.6931471805599453,3.58351893845611
Manhattan,Midtown,40.74515,-73.9813,Private room,120,1,12,5.0,2,156,0,0.013518968155890593,1,0.4273972602739726,1,0.6931471805599453,2.5649493574615367,1.791759469228055,1.0986122886681098,4.795790545596741
Brooklyn,East Flatbush,40.63718,-73.94061,Entire home/apt,69,2,36,2.46,1,229,0,0.1288898153462873,1,0.6273972602739726,0,1.0986122886681098,3.6109179126442243,1.2412685890696329,0.6931471805599453,4.248495242049359
Queens,Ridgewood,40.70778,-73.90323,Private room,50,2,4,0.4,2,293,0,0.09638672782080357,1,0.8027397260273973,1,1.0986122886681098,1.6094379124341003,0.33647223662121295,1.0986122886681098,3.9318256327243257
Manhattan,Lower East Side,40.71499,-73.98986,Private room,290,1,99,6.96,1,70,0,0.04323042562825554,1,0.1917808219178082,0,0.6931471805599453,4.605170185988092,2.0744289998562917,0.6931471805599453,5.673323267171493
Brooklyn,Sheepshead Bay,40.60791,-73.96012,Private room,50,2,4,0.29,2,358,0,0.15222073610386225,1,0.9808219178082191,1,1.0986122886681098,1.6094379124341003,0.25464221837358075,1.0986122886681098,3.9318256327243257
Manhattan,East Village,40.72709,-73.99074,Entire home/apt,545,2,1,1.0,1,177,0,0.03135100795828361,1,0.4849315068493151,0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,6.302618975744905
Brooklyn,Flatlands,40.62392,-73.93554,Entire home/apt,200,1,28,2.02,1,265,0,0.14308545698288508,1,0.726027397260274,0,0.6931471805599453,3.367295829986474,1.1052568313867783,0.6931471805599453,5.303304908059076
Brooklyn,Park Slope,40.6757,-73.97473,Entire home/apt,180,45,0,0.0,1,0,1,0.0830017041993763,0,0.0,0,3.828641396489095,0.0,0.0,0.6931471805599453,5.198497031265826
Manhattan,Kips Bay,40.74408,-73.97803,Private room,10,5,42,2.87,1,2,0,0.01579769919957122,1,0.005479452054794521,0,1.791759469228055,3.7612001156935624,1.3532545070416904,0.6931471805599453,2.3978952727983707
Staten Island,Port Richmond,40.63275,-74.13681,Private room,47,2,13,0.96,1,283,0,0.1964237220907873,1,0.7753424657534247,0,1.0986122886681098,2.6390573296152584,0.6729444732424258,0.6931471805599453,3.871201010907891
Manhattan,Upper East Side,40.76129,-73.9652,Entire home/apt,175,2,54,3.72,1,0,0,0.020564875394717116,1,0.0,0,1.0986122886681098,4.007333185232471,1.551808799597464,0.6931471805599453,5.170483995038151
Queens,Long Island City,40.75558,-73.93643,Private room,75,2,67,4.93,1,11,0,0.04912963769457335,1,0.030136986301369864,0,1.0986122886681098,4.219507705176107,1.780024213009634,0.6931471805599453,4.330733340286331
Brooklyn,East New York,40.66244,-73.88904,Private room,45,3,15,1.05,13,365,0,0.1357801355132724,1,1.0,1,1.3862943611198906,2.772588722239781,0.7178397931503169,2.6390573296152584,3.828641396489095
Manhattan,Upper East Side,40.75972,-73.96021,Entire home/apt,275,30,1,0.07,7,364,0,0.025348422041616473,1,0.9972602739726028,1,3.4339872044851463,0.6931471805599453,0.06765864847381481,2.0794415416798357,5.62040086571715
Bronx,Morrisania,40.83139,-73.90166,Private room,23,2,18,1.25,1,36,0,0.11142368554305956,1,0.09863013698630137,0,1.0986122886681098,2.9444389791664403,0.8109302162163288,0.6931471805599453,3.1780538303479458
Manhattan,Upper West Side,40.77829,-73.97794,Private room,95,6,11,0.76,1,219,0,0.021652660344627296,1,0.6,0,1.9459101490553132,2.4849066497880004,0.5653138090500605,0.6931471805599453,4.564348191467836
Manhattan,Murray Hill,40.74519,-73.97676,Entire home/apt,199,2,65,4.95,1,92,0,0.015507536877276773,1,0.25205479452054796,0,1.0986122886681098,4.189654742026425,1.7833912195575383,0.6931471805599453,5.298317366548036
Manhattan,Harlem,40.81448,-73.93714,Entire home/apt,130,6,2,0.14,1,0,0,0.07435509397479297,1,0.0,0,1.9459101490553132,1.0986122886681098,0.1310282624064041,0.6931471805599453,4.875197323201151
Brooklyn,Williamsburg,40.71975,-73.96136,Entire home/apt,161,2,10,0.69,1,0,0,0.045230543883536416,1,0.0,0,1.0986122886681098,2.3978952727983707,0.5247285289349821,0.6931471805599453,5.087596335232384
Brooklyn,Sheepshead Bay,40.59143,-73.95548,Private room,65,2,52,3.57,2,340,0,0.16925355328618802,1,0.9315068493150684,1,1.0986122886681098,3.970291913552122,1.5195132049061133,1.0986122886681098,4.189654742026425
Brooklyn,Greenpoint,40.73276,-73.95304,Private room,60,3,39,2.83,1,43,0,0.04111823439789471,1,0.1178082191780822,0,1.3862943611198906,3.6888794541139363,1.3428648031925547,0.6931471805599453,4.110873864173311
Manhattan,Harlem,40.81716,-73.94279,Entire home/apt,165,3,33,2.3,1,192,0,0.07296608595779133,1,0.5260273972602739,0,1.3862943611198906,3.5263605246161616,1.1939224684724346,0.6931471805599453,5.111987788356544
Queens,Woodhaven,40.68614,-73.86682,Private room,69,3,31,2.16,9,348,0,0.1387400518956209,1,0.9534246575342465,1,1.3862943611198906,3.4657359027997265,1.1505720275988207,2.302585092994046,4.248495242049359
Brooklyn,Prospect-Lefferts Gardens,40.65926,-73.96252,Private room,100,3,14,0.98,1,364,0,0.10137883408286003,1,0.9972602739726028,0,1.3862943611198906,2.70805020110221,0.6830968447064438,0.6931471805599453,4.61512051684126
Brooklyn,Williamsburg,40.7118,-73.96344,Private room,89,2,23,2.0,1,103,0,0.051196519412948255,1,0.2821917808219178,0,1.0986122886681098,3.1780538303479458,1.0986122886681098,0.6931471805599453,4.499809670330265
Manhattan,Morningside Heights,40.80868,-73.95801,Private room,55,4,2,0.16,1,0,0,0.05765555047001109,1,0.0,0,1.6094379124341003,1.0986122886681098,0.14842000511827327,0.6931471805599453,4.02535169073515
Brooklyn,Sheepshead Bay,40.58765,-73.94881,Shared room,37,30,0,0.0,3,84,1,0.17425635885098326,0,0.23013698630136986,1,3.4339872044851463,0.0,0.0,1.3862943611198906,3.6375861597263857
Queens,Astoria,40.76031,-73.91702,Private room,80,7,0,0.0,1,0,1,0.06851894993358466,0,0.0,0,2.0794415416798357,0.0,0.0,0.6931471805599453,4.394449154672439
Queens,Sunnyside,40.7467,-73.92076,Private room,80,1,34,2.49,5,262,0,0.06571877661673403,1,0.7178082191780822,1,0.6931471805599453,3.5553480614894135,1.2499017362143359,1.791759469228055,4.394449154672439
Brooklyn,Cypress Hills,40.68599,-73.87734,Private room,37,28,6,0.43,3,356,0,0.1299385458591885,1,0.9753424657534246,1,3.367295829986474,1.9459101490553132,0.3576744442718159,1.3862943611198906,3.6375861597263857
Brooklyn,East Flatbush,40.655,-73.92764,Private room,40,30,3,0.23,3,288,0,0.1181388149593558,1,0.7890410958904109,1,3.4339872044851463,1.3862943611198906,0.20701416938432612,1.3862943611198906,3.713572066704308
Queens,Ridgewood,40.70197,-73.90377,Private room,60,1,7,0.48,2,85,0,0.09909164344182202,1,0.2328767123287671,1,0.6931471805599453,2.0794415416798357,0.3920420877760237,1.0986122886681098,4.110873864173311
Queens,Ridgewood,40.70142,-73.90515,Entire home/apt,90,1,22,1.64,2,5,0,0.09827216747380586,1,0.0136986301369863,1,0.6931471805599453,3.1354942159291497,0.9707789171582247,1.0986122886681098,4.51085950651685
Manhattan,East Village,40.73399,-73.99002,Entire home/apt,245,30,1,0.12,87,357,0,0.024431751881520712,1,0.9780821917808219,1,3.4339872044851463,0.6931471805599453,0.11332868530700317,4.477336814478207,5.5053315359323625
Manhattan,Harlem,40.81667,-73.94225,Entire home/apt,175,5,39,2.68,1,90,0,0.07288848605918469,1,0.2465753424657534,0,1.791759469228055,3.6888794541139363,1.3029127521808397,0.6931471805599453,5.170483995038151
Brooklyn,Bushwick,40.70064,-73.91828,Private room,50,1,27,1.94,4,55,0,0.08836683767115992,1,0.1506849315068493,1,0.6931471805599453,3.332204510175204,1.0784095813505903,1.6094379124341003,3.9318256327243257
Brooklyn,Greenpoint,40.72198,-73.94911,Entire home/apt,210,30,2,0.13,4,354,0,0.051202270457469404,1,0.9698630136986301,1,3.4339872044851463,1.0986122886681098,0.12221763272424921,1.6094379124341003,5.351858133476067
Brooklyn,Bedford-Stuyvesant,40.69268,-73.93848,Entire home/apt,350,1,12,0.86,1,89,0,0.08048343183538023,1,0.24383561643835616,0,0.6931471805599453,2.5649493574615367,0.6205764877251099,0.6931471805599453,5.860786223465865
Manhattan,Harlem,40.82502,-73.95155,Private room,45,7,1,0.07,1,0,0,0.07512844268318236,1,0.0,0,2.0794415416798357,0.6931471805599453,0.06765864847381481,0.6931471805599453,3.828641396489095
Manhattan,Midtown,40.75775,-73.97956,Entire home/apt,300,7,14,0.98,1,85,0,0.005945258615060061,1,0.2328767123287671,0,2.0794415416798357,2.70805020110221,0.6830968447064438,0.6931471805599453,5.707110264748875
Brooklyn,Crown Heights,40.6752,-73.95231,Entire home/apt,155,3,6,0.45,2,0,0,0.08920435023025111,1,0.0,1,1.3862943611198906,1.9459101490553132,0.37156355643248307,1.0986122886681098,5.049856007249537
Brooklyn,Boerum Hill,40.68944,-73.98904,Entire home/apt,125,3,3,0.21,1,0,0,0.06865133064989128,1,0.0,0,1.3862943611198906,1.3862943611198906,0.1906203596086497,0.6931471805599453,4.836281906951478
Brooklyn,Williamsburg,40.71692,-73.94132,Entire home/apt,225,3,25,1.8,1,157,0,0.06032776143700202,1,0.4301369863013699,0,1.3862943611198906,3.258096538021482,1.0296194171811583,0.6931471805599453,5.420534999272286
Queens,Flushing,40.75499,-73.78902,Private room,90,1,68,4.55,1,299,0,0.19650305468364415,1,0.8191780821917808,0,0.6931471805599453,4.23410650459726,1.713797927758343,0.6931471805599453,4.51085950651685
Queens,Astoria,40.76343,-73.92248,Shared room,110,4,3,0.22,1,0,0,0.0632535002984109,1,0.0,0,1.6094379124341003,1.3862943611198906,0.1988508587451652,0.6931471805599453,4.709530201312334
Brooklyn,Bushwick,40.68994,-73.90526,Private room,65,1,8,3.08,1,106,0,0.10521701953581898,1,0.29041095890410956,0,0.6931471805599453,2.1972245773362196,1.4060969884160703,0.6931471805599453,4.189654742026425
Brooklyn,Cypress Hills,40.67765,-73.89327,Entire home/apt,125,3,48,3.36,2,294,0,0.12232127942431187,1,0.8054794520547945,1,1.3862943611198906,3.8918202981106265,1.4724720573609429,1.0986122886681098,4.836281906951478
Brooklyn,Bedford-Stuyvesant,40.68869,-73.93449,Private room,35,20,1,0.08,1,0,0,0.08605751681288935,1,0.0,0,3.044522437723423,0.6931471805599453,0.07696104113612832,0.6931471805599453,3.58351893845611
Manhattan,Upper East Side,40.78028,-73.94769,Entire home/apt,150,3,26,1.91,2,340,0,0.0438861538528992,1,0.9315068493150684,1,1.3862943611198906,3.295836866004329,1.068153081183401,1.0986122886681098,5.017279836814924
Manhattan,Upper East Side,40.77515,-73.95299,Entire home/apt,299,4,1,0.16,2,0,0,0.036756259330893826,1,0.0,1,1.6094379124341003,0.6931471805599453,0.14842000511827327,1.0986122886681098,5.703782474656201
Brooklyn,Crown Heights,40.67716,-73.93885,Private room,50,7,0,0.0,1,0,1,0.09333449576657225,0,0.0,0,2.0794415416798357,0.0,0.0,0.6931471805599453,3.9318256327243257
Brooklyn,Gowanus,40.66623,-73.99267,Private room,60,2,49,3.3,3,74,0,0.09204967028730057,1,0.20273972602739726,1,1.0986122886681098,3.912023005428146,1.4586150226995167,1.3862943611198906,4.110873864173311
Brooklyn,Flatbush,40.65291,-73.95285,Private room,59,2,36,2.48,1,17,0,0.11004512983317852,1,0.04657534246575343,0,1.0986122886681098,3.6109179126442243,1.247032293786383,0.6931471805599453,4.0943445622221
Brooklyn,Kensington,40.64655,-73.97252,Entire home/apt,250,2,31,2.88,1,58,0,0.11220331055722496,1,0.1589041095890411,0,1.0986122886681098,3.4657359027997265,1.355835153635182,0.6931471805599453,5.5254529391317835
Manhattan,NoHo,40.72547,-73.99284,Entire home/apt,185,10,1,0.64,1,57,0,0.03334781102261544,1,0.15616438356164383,0,2.3978952727983707,0.6931471805599453,0.49469624183610705,0.6931471805599453,5.225746673713202
Queens,Woodside,40.74579,-73.8997,Private room,60,2,6,0.43,1,0,0,0.08666443388150137,1,0.0,0,1.0986122886681098,1.9459101490553132,0.3576744442718159,0.6931471805599453,4.110873864173311
Manhattan,Financial District,40.70587,-74.0118,Private room,139,3,15,1.01,1,338,0,0.058388585357072455,1,0.9260273972602739,0,1.3862943611198906,2.772588722239781,0.6981347220709844,0.6931471805599453,4.941642422609304
Manhattan,Chinatown,40.71585,-73.99492,Private room,80,1,14,0.96,4,234,0,0.04318980087937192,1,0.6410958904109589,1,0.6931471805599453,2.70805020110221,0.6729444732424258,1.6094379124341003,4.394449154672439
Staten Island,Arrochar,40.59761,-74.08347,Private room,33,4,6,0.41,8,285,0,0.187944334844125,1,0.7808219178082192,1,1.6094379124341003,1.9459101490553132,0.3435897043900769,2.1972245773362196,3.5263605246161616
Manhattan,East Village,40.722,-73.98396,Private room,89,5,11,0.84,2,76,0,0.0360329238336291,1,0.20821917808219179,1,1.791759469228055,2.4849066497880004,0.6097655716208943,1.0986122886681098,4.499809670330265
Queens,Woodhaven,40.68783,-73.86679,Private room,69,3,28,1.95,9,359,0,0.13789812544049446,1,0.9835616438356164,1,1.3862943611198906,3.367295829986474,1.0818051703517284,2.302585092994046,4.248495242049359
Manhattan,East Harlem,40.79578,-73.94523,Private room,68,2,31,2.1,1,265,0,0.05521776254069321,1,0.726027397260274,0,1.0986122886681098,3.4657359027997265,1.1314021114911006,0.6931471805599453,4.23410650459726
Manhattan,SoHo,40.72503,-74.0013,Entire home/apt,185,3,26,1.81,1,42,0,0.036560373356960545,1,0.11506849315068493,0,1.3862943611198906,3.295836866004329,1.0331844833456545,0.6931471805599453,5.225746673713202
Brooklyn,Greenpoint,40.72152,-73.94945,Entire home/apt,100,4,12,0.92,1,0,0,0.051287356141651,1,0.0,0,1.6094379124341003,2.5649493574615367,0.6523251860396903,0.6931471805599453,4.61512051684126
Manhattan,Hell's Kitchen,40.7578,-73.99211,Private room,116,1,95,6.42,6,280,0,0.0066130250264105584,1,0.7671232876712328,1,0.6931471805599453,4.564348191467836,2.004179057179289,1.9459101490553132,4.762173934797756
Brooklyn,Williamsburg,40.71514,-73.9641,Entire home/apt,140,2,54,4.06,1,180,0,0.04790552786475048,1,0.4931506849315068,0,1.0986122886681098,4.007333185232471,1.6213664832993742,0.6931471805599453,4.948759890378168
Manhattan,Harlem,40.8082,-73.94252,Entire home/apt,225,7,1,0.11,2,253,0,0.06608570495954227,1,0.6931506849315069,1,2.0794415416798357,0.6931471805599453,0.10436001532424277,1.0986122886681098,5.420534999272286
